name,category,form,dependent_variable,independent_variable_1,independent_variable_2,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,coeff_10,minimum_independent_variable_1,maximum_independent_variable_1,minimum_independent_variable_2,maximum_independent_variable_2,minimum_dependent_variable_output,maximum_dependent_variable_output,annotation
Water-Cooled-Cool-Cap-fEWB&EWT,"DXCooling,WCC",BiQuadratic,QRatio,EWB,EWT,0.8254384,0.00574416,0.000735,-0.00310374,-1.46e-05,-0.000194,,,,,12.77778,29.44444,12.77778,46.11111,,,From .dat files included with MASControl2
Water-Cooled-EIR-fEWB&EWT,"DXCooling,WCC",BiQuadratic,EIRRatio,EWB,EWT,0.0985984,0.062604,-0.00184356,0.01183032,0.000292,-0.000395,,,,,12.77778,29.44444,12.77778,46.11111,,,From .dat files included with MASControl2
Water-Cooled-EIR-fPLR,"DXCooling,WCC",Cubic,EIRRatio,PLR,,0.201,-0.0312,1.9504979,-1.1205104,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Water-Cooled-Sens-Cap-fEWB&EWT,"DXCooling,WCC",BiQuadratic,QRatio,EWB,EWT,2.1542784,-0.0242784,-0.00148716,-0.00829548,-2.96e-05,0.000272,,,,,12.77778,29.44444,10,46.11111,,,From .dat files included with MASControl2
WaterCooled_Centrifugal_CAPFT_NECB2011,Electric Chiller,BiQuadratic,QRatio,Tchws,Toadb,0.707908,-0.00200657,-0.00259605,0.0300588,-0.00105643,0.0020457,,,,,5,10,24,35,,,From NECB 2011
WaterCooled_Centrifugal_Chiller_150TO300_2004_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_150TO300_2010_PathA_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_150TO300_2010_PathB_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_2010_PathA_CAPFT,Electric Chiller,BiQuadratic,QRatio,Tchws,Toadb,0.7600172,0.0147432,0.0002144,0.0207218,-0.0006425,0.0008007,,,,,5,10,17.78,46.11,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_2010_PathA_EIRFT,Electric Chiller,BiQuadratic,EIRRatio,Tchws,Toadb,0.6772577,0.0117857,-0.0001967,0.0014414,0.0003005,-0.0006807,,,,,5,10,17.78,46.11,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_2010_PathB_CAPFT,Electric Chiller,BiQuadratic,QRatio,Tchws,Toadb,0.536234,0.005581,-0.0013654,0.0488966,-0.0012018,0.0010523,,,,,5,10,17.78,46.11,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_2010_PathB_EIRFT,Electric Chiller,BiQuadratic,EIRRatio,Tchws,Toadb,1.0821822,0.0042977,-0.0013182,-0.0260781,0.0008256,-0.0006013,,,,,5,10,17.78,46.11,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_300TO600_2010_PathA_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_300TO600_2010_PathB_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_AllCapacities_2004_2007_2010_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010.  EIRFPLR curve is identical for all WaterCooled Chillers"
WaterCooled_Centrifugal_Chiller_GT150_2004_CAPFT,Electric Chiller,BiQuadratic,QRatio,Tchws,Toadb,0.7600172,0.0147432,0.0002144,0.0207218,-0.0006425,0.0008007,,,,,5,10,17.78,46.11,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_GT150_2004_EIRFT,Electric Chiller,BiQuadratic,EIRRatio,Tchws,Toadb,0.6772577,0.0117857,-0.0001967,0.0014414,0.0003005,-0.0006807,,,,,5,10,17.78,46.11,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_GT300_2004_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_GT600_2010_PathA_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_GT600_2010_PathB_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_LT150_2004_CAPFT,Electric Chiller,BiQuadratic,QRatio,Tchws,Toadb,0.7446451,0.0114858,1.48e-05,0.022401,-0.000688,0.0009839,,,,,5,10,17.78,46.11,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_LT150_2004_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_LT150_2004_EIRFT,Electric Chiller,BiQuadratic,EIRRatio,Tchws,Toadb,0.772877,0.022101,-7.99e-05,-0.0070045,0.0004763,-0.0010612,,,,,5,10,17.78,46.11,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_LT150_2010_PathA_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_Chiller_LT150_2010_PathB_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Centrifugal_EIRFPLR_NECB2011,Electric Chiller,Quadratic,EIRRatio,QRatio,,0.171493,0.588202,0.237373,,,,,,,,0,1,,,,,From NECB 2011
WaterCooled_Centrifugal_EIRFT_NECB2011,Electric Chiller,BiQuadratic,EIRRatio,Tchws,Toadb,0.560523,-0.0137816,6.56424e-05,0.0132194,0.000268596,-0.000501131,,,,,5,10,24,35,,,From NECB 2011
WaterCooled_PositiveDisplacement_Chiller_150TO300_2004_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_150TO300_2010_PathA_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_150TO300_2010_PathB_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_2004_CAPFT,Electric Chiller,BiQuadratic,QRatio,Tchws,Toadb,0.906115,0.029227,-0.0003647,-0.0009709,-9.05e-05,0.0002527,,,,,5,10,17.78,46.11,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_2004_EIRFT,Electric Chiller,BiQuadratic,EIRRatio,Tchws,Toadb,0.3617105,-0.0229833,0.0009519,0.0131889,0.0003752,-0.0007059,,,,,5,10,17.78,46.11,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_2010_PathB_CAPFT,Electric Chiller,BiQuadratic,QRatio,Tchws,Toadb,0.9061171,0.0292267,-0.0003665,-0.0009698,-9.07e-05,0.0002535,,,,,5,10,17.78,46.11,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_2010_PathB_EIRFT,Electric Chiller,BiQuadratic,EIRRatio,Tchws,Toadb,0.3617782,-0.0230016,0.0009672,0.0131801,0.0003761,-0.0007121,,,,,5,10,17.78,46.11,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_75TO150_2004_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_75TO150_2010_PathA_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_75TO150_2010_PathB_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_CAPFT,Electric Chiller,BiQuadratic,QRatio,Tchws,Toadb,0.906115,0.0292277,-0.0003647,-0.0009709,-9.05e-05,0.0002527,,,,,5,10,17.78,46.11,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_EIRFT,Electric Chiller,BiQuadratic,EIRRatio,Tchws,Toadb,0.3773115,-0.0229032,0.0016504,0.0118156,0.0004345,-0.0010132,,,,,5,10,17.78,46.11,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_GT300_2004_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_GT300_2010_PathA_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_GT300_2010_PathB_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_CAPFT,Electric Chiller,BiQuadratic,QRatio,Tchws,Toadb,0.906115,0.0292277,-0.0003647,-0.0009709,-9.05e-05,0.0002527,,,,,5,10,17.78,46.11,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_EIRFT,Electric Chiller,BiQuadratic,EIRRatio,Tchws,Toadb,0.3617105,-0.0229833,0.0009519,0.0131889,0.0003752,-0.0007059,,,,,5,10,17.78,46.11,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_LT75_2004_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_LT75_2010_PathA_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_PositiveDisplacement_Chiller_LT75_2010_PathB_EIRFPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.1360532,0.008642703,3.85558e-06,1.024034,0.06047444,-0.00894786,0,0.05706602,0,0,31.13,36.52,0.19,1.03,,,"Based on Dick Lord's study dated January 17, 2010."
WaterCooled_Reciprocating_CAPFT_NECB2011,Electric Chiller,BiQuadratic,QRatio,Tchws,Toadb,1.03031,0.0334698,0.00023639,-0.00729587,-2.3166e-05,-0.000148943,,,,,5,10,24,35,,,From NECB 2011
WaterCooled_Reciprocating_EIRFPLR_NECB2011,Electric Chiller,Quadratic,EIRRatio,QRatio,,0.081441,0.419271,0.499396,,,,,,,,0,1,,,,,From NECB 2011
WaterCooled_Reciprocating_EIRFT_NECB2011,Electric Chiller,BiQuadratic,EIRRatio,Tchws,Toadb,0.499699,-0.0130841,0.000266425,0.0165925,0.000185393,-0.000375646,,,,,5,10,24,35,,,From NECB 2011
WaterCooled_Screw_CAPFT_NECB2011,Electric Chiller,BiQuadratic,QRatio,Tchws,Toadb,0.812998,-0.0142532,-0.00161799,0.0263844,-0.00091543,0.00169601,,,,,5,10,24,35,,,From NECB 2011
WaterCooled_Screw_EIRFPLR_NECB2011,Electric Chiller,Quadratic,EIRRatio,QRatio,,0.330188,0.235543,0.460708,,,,,,,,0,1,,,,,From NECB 2011
WaterCooled_Screw_EIRFT_NECB2011,Electric Chiller,BiQuadratic,EIRRatio,Tchws,Toadb,0.638103,0.00630158,0.00092327,-0.00455294,0.000825682,-0.00156152,,,,,5,10,24,35,,,From NECB 2011
WaterCooled_Scroll_CAPFT_NECB2011,Electric Chiller,BiQuadratic,QRatio,Tchws,Toadb,0.94418,0.0337102,9.75564e-05,-0.00322114,-4.91832e-05,-0.000177584,,,,,5,10,24,35,,,From NECB 2011
WaterCooled_Scroll_EIRFPLR_NECB2011,Electric Chiller,Quadratic,EIRRatio,QRatio,,0.04412,0.640367,0.319555,,,,,,,,0,1,,,,,From NECB 2011
WaterCooled_Scroll_EIRFT_NECB2011,Electric Chiller,BiQuadratic,EIRRatio,Tchws,Toadb,0.727393,-0.0118922,0.000541177,0.00187934,0.000473461,-0.000711472,,,,,5,10,24,35,,,From NECB 2011
WC Screw Default 90.1-2004 Cap_fTWC,Electric Chiller,BiQuadratic,QRatio,Tchws,Toadb,0.906115,0.0292277,-0.0003647,-0.0009709,-9.05e-05,0.0002527,,,,,0,20,0,50,,,From RefBldgLargeOfficePost1980 & Pre1980
WC Screw Default 90.1-2004 EIR_fT,Electric Chiller,BiQuadratic,EIRRatio,Tchws,Toadb,0.3617105,-0.0229833,-0.0009519,0.0131889,0.0003752,-0.0007059,,,,,0,20,0,50,,,From RefBldgLargeOfficePost1980 % Pre1980
WC Screw GTE 300tons Default 90.1-2004 EIR_fPLR,Electric Chiller,BiCubic,EIRRatio,Tcws,QRatio,-0.2737954,0.02822257,-8.09766e-05,0.9612284,0.3029741,-0.02421933,0,-0.03885224,0,0,18.54,31.63,0.2,1.02,,,From RefBldgLargeOfficePost1980 & Pre1980
WC_PD_2004_CAPFT,,BiQuadratic,,,,0.906115,0.0292277,-0.0003647,-0.0009709,-9.05e-05,0.0002527,,,,,5,10,17.78,46.11,,,From PNNL Prototype Hospital
WC_PD_2010_PB_CAPFT,,BiQuadratic,,,,0.9061171,0.0292267,-0.0003665,-0.0009698,-9.07e-05,0.0002535,,,,,5,10,17.78,46.11,,,From PNNL Prototype OfficeLarge
WC_PD_2010_PB_EIRFT,,BiQuadratic,,,,0.3617782,-0.0230016,0.0009672,0.0131801,0.0003761,-0.0007121,,,,,5,10,17.78,46.11,,,From PNNL Prototype OfficeLarge
MT_compressor_power,Refrigeration,BiCubic,Power,Suction T,Discharge T,7438.92229,-269.59756,-9.8561045,553.57326,-3.3858896,14.8657878,-0.1007963,0.00982279,0.09736236,-0.039675217,-23.3,7.2,10,60,,,From AEDG
MT_compressor_capacity,Refrigeration,BiCubic,Capacity,Suction T,Discharge T,151166.436,5266.34789,60.6727151,-1851.5594,5.73132755,-46.927717,0.1364012,-0.0356979,-0.403054,-0.039290478,-23.3,-7.2,10,60,,,From AEDG
MT_compressor_capacity_smallandold,Refrigeration,BiCubic,Capacity,Suction T,Discharge T,15000,541.8,7.285,-118,-0.3645,-3.05,0.0344,0.00225,-0.03927,-0.007307,-17.8,4.4,10,48.9,,,From EP DataSets
MT_compressor_power_smallandold,Refrigeration,BiCubic,Power,Suction T,Discharge T,483.6,-53.2,-1.384,56.19,0.003688,1.439,-0.008268,-0.00281,0.007222,0.006025,-17.8,4.4,10,48.9,,,From EP DataSets
LT_compressor_capacity_smallandold,Refrigeration,BiCubic,Capacity,Suction T,Discharge T,23500,816.7,10.7,-28.24,0.1131,-0.4553,0.05604,-0.00412,-0.006728,0.006782,-40,-17.8,10,48.9,,,From EP DataSets
LT_compressor_power_smallandold,Refrigeration,BiCubic,Power,Suction T,Discharge T,4018,95,1.507,5.705,1.247,-1.381,0.01277,-0.007518,-0.02424,0.02917,-40,-17.8,10,48.9,,,From EP DataSets
Glass Door Latent Curve Case,Refrigeration,Cubic,,,,0.3379,0.0309,0.0005,4e-05,,,,,,,-55,55,,,,,From AEDG
Coffin Latent Curve Case,Refrigeration,Cubic,,,,0.3379,0.0309,0.0005,4e-05,,,,,,,-55,55,,,,,From AEDG
Open Latent Curve Case,Refrigeration,Cubic,,,,-0.0187,0.0458,0.0011,5e-05,,,,,,,-55,55,,,,,From AEDG
Glass Door Defrost Curve Walkin,Refrigeration,Cubic,,,,0.3475,0.0296,0.0007,3e-05,,,,,,,-55,55,,,,,From AEDG
Coffin Defrost Curve Walkin,Refrigeration,Cubic,,,,0.3475,0.0296,0.0007,3e-05,,,,,,,-55,55,,,,,From AEDG
Open Defrost Curve Walkin,Refrigeration,Cubic,,,,0.0572,0.0461,0.0004,6e-05,,,,,,,-55,55,,,,,From AEDG
Refrigeration Case Latent Credit Curve,Refrigeration,Cubic,,,,0.026526281,0.001078032,6.02558e-05,1.23732e-06,,,,,,,-35,20,,,,,
