name,material_type,roughness,thickness,conductivity,resistance,density,specific_heat,thermal_absorptance,solar_absorptance,visible_absorptance,gas_type,u_factor,solar_heat_gain_coefficient,visible_transmittance,optical_data_type,solar_transmittance_at_normal_incidence,front_side_solar_reflectance_at_normal_incidence,back_side_solar_reflectance_at_normal_incidence,visible_transmittance_at_normal_incidence,front_side_visible_reflectance_at_normal_incidence,back_side_visible_reflectance_at_normal_incidence,infrared_transmittance_at_normal_incidence,front_side_infrared_hemispherical_emissivity,back_side_infrared_hemispherical_emissivity,dirt_correction_factor_for_solar_and_visible_transmittance,solar_diffusing,frame_width,annotation
Continuous Ins. - Triple or low e glass - R20 Ins.,StandardOpaqueMaterial,Smooth,5.67,0.24696,22.95918367,12.22,0.27,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Triple or low e glass - R25 Ins.,StandardOpaqueMaterial,Smooth,6.87,0.2478,27.72397094,10.26,0.27,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Triple or low e glass - R30 Ins.,StandardOpaqueMaterial,Smooth,8.07,0.2484,32.48792271,8.88,0.27,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Triple or low e glass - R4 Ins.,StandardOpaqueMaterial,Smooth,1.83,0.2652,6.900452489,35.69,0.26,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Triple or low e glass - R7 Ins.,StandardOpaqueMaterial,Smooth,2.55,0.25752,9.902143523,25.92,0.26,,,,,,,,,,,,,,,,,,,,,
CP02 CARPET PAD,MasslessOpaqueMaterial,VeryRough,,,1.229230374,,,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
Douglas Fir-Larch - 1 in.,StandardOpaqueMaterial,MediumSmooth,1,0.9804,1.01999184,34.88,0.39,,,,,,,,,,,,,,,,,,,,,
ECABS-2 BLEACHED 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.814,0.086,0.086,0.847,0.099,0.099,0,0.84,0.1,1,FALSE,,
ECABS-2 COLORED 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.111,0.179,0.179,0.128,0.081,0.081,0,0.84,0.1,1,FALSE,,
ECREF-1 COLORED 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.099,0.219,0.219,0.155,0.073,0.073,0,0.84,0.84,1,FALSE,,
ECREF-2 BLEACHED 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.694,0.168,0.168,0.818,0.11,0.11,0,0.84,0.1,1,FALSE,,
ECREF-2 COLORED 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.099,0.219,0.219,0.155,0.073,0.073,0,0.84,0.1,1,FALSE,,
Expanded perlite - organic bonded - 1 1/2 in. R4.2,StandardOpaqueMaterial,MediumSmooth,1.5,0.36,4.166666667,1,0.3,,,,,,,,,,,,,,,,,,,,,
Expanded perlite - organic bonded - 1 in. R2.8,StandardOpaqueMaterial,MediumSmooth,1,0.36,2.777777778,1,0.3,,,,,,,,,,,,,,,,,,,,,
Expanded perlite - organic bonded - 2 in. R5.6,StandardOpaqueMaterial,MediumSmooth,2,0.36,5.555555556,1,0.3,,,,,,,,,,,,,,,,,,,,,
Expanded perlite - organic bonded - 3 in. R8.3,StandardOpaqueMaterial,MediumSmooth,3,0.36,8.333333333,1,0.3,,,,,,,,,,,,,,,,,,,,,
Expanded perlite - organic bonded - 3/4 in. R2.1,StandardOpaqueMaterial,MediumSmooth,0.75,0.36,2.083333333,1,0.3,,,,,,,,,,,,,,,,,,,,,
Expanded perlite - organic bonded - 4 in. R11,StandardOpaqueMaterial,MediumSmooth,4,0.36,11.11111111,1,0.3,,,,,,,,,,,,,,,,,,,,,
Expanded perlite - organic bonded - 6 in. R17,StandardOpaqueMaterial,MediumSmooth,6,0.36,16.66666667,1,0.3,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 1 1/2 in. R6.3,StandardOpaqueMaterial,MediumSmooth,1.5,0.24,6.25,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 1 1/4 in. R5.2,StandardOpaqueMaterial,MediumSmooth,1.25,0.24,5.208333333,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 1 15/16 in. R8.1,StandardOpaqueMaterial,MediumSmooth,1.94,0.24,8.083333333,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 1 3/4 in. R7.3,StandardOpaqueMaterial,MediumSmooth,1.75,0.24,7.291666667,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 1 7/8 in. R8.0,StandardOpaqueMaterial,MediumSmooth,1.92,0.24,8,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 1 in. R4.2,StandardOpaqueMaterial,MediumSmooth,1,0.24,4.166666667,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 1/2 in. R2.1,StandardOpaqueMaterial,MediumSmooth,0.5,0.24,2.083333333,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 1/4 in. R1.0,StandardOpaqueMaterial,MediumSmooth,0.25,0.24,1.041666667,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 2 2/5 in. R10,StandardOpaqueMaterial,MediumSmooth,2.4,0.24,10,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 2 7/16 in. R10,StandardOpaqueMaterial,MediumSmooth,2.43,0.24,10.125,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 2 in. R8.3,StandardOpaqueMaterial,MediumSmooth,2,0.24,8.333333333,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 3 1/2 in. R15,StandardOpaqueMaterial,MediumSmooth,3.5,0.24,14.58333333,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 3 1/3 in. R14,StandardOpaqueMaterial,MediumSmooth,3.35,0.24,13.95833333,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 3 2/5 in. R14,StandardOpaqueMaterial,MediumSmooth,3.39,0.24,14.125,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 3 in. R13,StandardOpaqueMaterial,MediumSmooth,3.01,0.24,12.54166667,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 3/4 in. R3.1,StandardOpaqueMaterial,MediumSmooth,0.75,0.24,3.125,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 4 1/16 in. R17,StandardOpaqueMaterial,MediumSmooth,4.05,0.24,16.875,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 4 7/10 in. R20,StandardOpaqueMaterial,MediumSmooth,4.71,0.24,19.625,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 5 19/20 in. R25,StandardOpaqueMaterial,MediumSmooth,5.96,0.24,24.83333333,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 5 2/5 in. R22,StandardOpaqueMaterial,MediumSmooth,5.2,0.24,21.66666667,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 6 1/10 in. R25,StandardOpaqueMaterial,MediumSmooth,6.11,0.24,25.45833333,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 6 7/8 in. R29,StandardOpaqueMaterial,MediumSmooth,6.87,0.24,28.625,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polystyrene - EPS - 8 3/5 in. R35,StandardOpaqueMaterial,MediumSmooth,8.38,0.24,34.91666667,1.2,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polyurethane - 1 1/4 in. R7.8,StandardOpaqueMaterial,MediumSmooth,1.25,0.1596,7.832080201,1,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polyurethane - 1 in. R6.3,StandardOpaqueMaterial,MediumSmooth,1,0.1596,6.26566416,1,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polyurethane - 1/2 in. R3.1,StandardOpaqueMaterial,MediumSmooth,0.5,0.1596,3.13283208,1,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polyurethane - 2 in. R12.6,StandardOpaqueMaterial,MediumSmooth,2,0.1596,12.53132832,1,0.27,,,,,,,,,,,,,,,,,,,,,
Expanded Polyurethane - 3/4 in. R4.7,StandardOpaqueMaterial,MediumSmooth,0.75,0.1596,4.69924812,1,0.27,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 1 1/2 in. R7.50,StandardOpaqueMaterial,MediumSmooth,1.5,0.200000004,7.49999985,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 1 1/4 in. R6.25,StandardOpaqueMaterial,MediumSmooth,1.25,0.200000004,6.249999875,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 1 3/4 in. R8.75,StandardOpaqueMaterial,MediumSmooth,1.75,0.200000004,8.749999825,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 1 7/8 in. R9.37,StandardOpaqueMaterial,MediumSmooth,1.88,0.200000004,9.399999812,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 1 in. R5.00,StandardOpaqueMaterial,MediumSmooth,1,0.200000004,4.9999999,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 1/2 in. R2.50,StandardOpaqueMaterial,MediumSmooth,0.5,0.200000004,2.49999995,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 1/4 in. R1.25,StandardOpaqueMaterial,MediumSmooth,0.25,0.200000004,1.249999975,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 2 1/2 in. R12.50,StandardOpaqueMaterial,MediumSmooth,2.5,0.200000004,12.49999975,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 2 in. R10.00,StandardOpaqueMaterial,MediumSmooth,2,0.200000004,9.9999998,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 3 1/2 in. R17.50,StandardOpaqueMaterial,MediumSmooth,3.5,0.200000004,17.49999965,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 3 in. R15.00,StandardOpaqueMaterial,MediumSmooth,3,0.200000004,14.9999997,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 3/4 in. R3.75,StandardOpaqueMaterial,MediumSmooth,0.75,0.200000004,3.749999925,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 4 1/2 in. R22.50,StandardOpaqueMaterial,MediumSmooth,4.5,0.200000004,22.49999955,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 4 in. R20.00,StandardOpaqueMaterial,MediumSmooth,4,0.200000004,19.9999996,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 5 1/2 in. R27.50,StandardOpaqueMaterial,MediumSmooth,5.5,0.200000004,27.49999945,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 5 in. R25.00,StandardOpaqueMaterial,MediumSmooth,5,0.200000004,24.9999995,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 6 1/2 in. R32.50,StandardOpaqueMaterial,MediumSmooth,6.5,0.200000004,32.49999935,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 6 in. R30.00,StandardOpaqueMaterial,MediumSmooth,6,0.200000004,29.9999994,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 8 1/2 in. R42.50,StandardOpaqueMaterial,MediumSmooth,8.5,0.200000004,42.49999915,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
Extruded Polystyrene - XPS - 8 in. R40.00,StandardOpaqueMaterial,MediumSmooth,8,0.200000004,39.9999992,1.3,0.35,,,,,,,,,,,,,,,,,,,,,
F04 Wall air space resistance,AirGap,,,46.22314532,0.021634183,,,,,,,,,,,,,,,,,,,,,,,
F05 Ceiling air space resistance,AirGap,,,38.51928777,0.02596102,,,,,,,,,,,,,,,,,,,,,,,
F08 Metal surface,StandardOpaqueMaterial,Smooth,0.031496063,313.947603,0.000100323,488.4363635,0.119422948,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
F16 Acoustic tile,StandardOpaqueMaterial,MediumSmooth,0.751968504,0.416008308,1.807580497,22.97348949,0.140919079,0.9,0.3,0.3,,,,,,,,,,,,,,,,,,
Fiber cement board - 63 lb/ft3 - 1/3 in.,StandardOpaqueMaterial,Smooth,0.31,1.2996,0.238534934,63,0.2,,,,,,,,,,,,,,,,,,,,,
Fiber cement board - 88 lb/ft3 - 1/2 in.,StandardOpaqueMaterial,Smooth,0.47,1.7004,0.276405552,88,0.2,,,,,,,,,,,,,,,,,,,,,
Fiber cement board - 88 lb/ft3 - 1/3 in.,StandardOpaqueMaterial,Smooth,0.31,1.7004,0.182310045,88,0.2,,,,,,,,,,,,,,,,,,,,,
Fiberboard sheathing - 1/2 in.,StandardOpaqueMaterial,Smooth,0.5,0.4896,1.02124183,24.96,0.31,,,,,,,,,,,,,,,,,,,,,
Fixed Window 2.00/0.40/0.31,SimpleGlazing,,,,,,,,,,,0.35,0.4,0.31,,,,,,,,,,,,,,
Fixed Window 2.00/0.45/0.35,SimpleGlazing,,,,,,,,,,,0.35,0.45,0.35,,,,,,,,,,,,,,
Fixed Window 2.30/0.40/0.31,SimpleGlazing,,,,,,,,,,,0.4,0.4,0.31,,,,,,,,,,,,,,
Fixed Window 2.56/0.45/0.35,SimpleGlazing,,,,,,,,,,,0.45,0.45,0.35,,,,,,,,,,,,,,
Fixed Window 2.62/0.30/0.21,SimpleGlazing,,,,,,,,,,,0.459978667,0.3,0.21,,,,,,,,,,,,,,
Fixed Window 2.67/0.30/0.21,SimpleGlazing,,,,,,,,,,,0.469978203,0.49,0.38,,,,,,,,,,,,,,
Fixed Window 2.96/0.39/0.31,SimpleGlazing,,,,,,,,,,,0.519975884,0.39,0.31,,,,,,,,,,,,,,
Fixed Window 2.96/0.49/0.41,SimpleGlazing,,,,,,,,,,,0.519975884,0.49,0.41,,,,,,,,,,,,,,
Fixed Window 2.96/0.62/0.54,SimpleGlazing,,,,,,,,,,,0.519975884,0.62,0.54,,,,,,,,,,,,,,
Fixed Window 3.12/0.40/0.31,SimpleGlazing,,,,,,,,,,,0.55,0.4,0.31,,,,,,,,,,,,,,
Fixed Window 3.24/0.25/0.16,SimpleGlazing,,,,,,,,,,,0.569973565,0.25,0.16,,,,,,,,,,,,,,
Fixed Window 3.24/0.39/0.31,SimpleGlazing,,,,,,,,,,,0.569973565,0.39,0.31,,,,,,,,,,,,,,
Fixed Window 3.24/0.49/0.41,SimpleGlazing,,,,,,,,,,,0.569973565,0.49,0.41,,,,,,,,,,,,,,
Fixed Window 3.35/0.36/0.27,SimpleGlazing,,,,,,,,,,,0.589972638,0.36,0.27,,,,,,,,,,,,,,
Fixed Window 3.35/0.39/0.31,SimpleGlazing,,,,,,,,,,,0.589972638,0.39,0.31,,,,,,,,,,,,,,
Fixed Window 3.53/0.41/0.32,SimpleGlazing,,,,,,,,,,,0.619971246,0.41,0.32,,,,,,,,,,,,,,
Fixed Window 3.69/0.25/0.16,SimpleGlazing,,,,,,,,,,,0.65,0.25,0.16,,,,,,,,,,,,,,
Fixed Window 3.69/0.70/0.60,SimpleGlazing,,,,,,,,,,,0.65,0.7,0.6,,,,,,,,,,,,,,
Fixed Window 3.81/0.39/0.27,SimpleGlazing,,,,,,,,,,,0.519975884,0.39,0.27,,,,,,,,,,,,,,
Fixed Window 3.81/0.49/0.38,SimpleGlazing,,,,,,,,,,,0.519975884,0.49,0.38,,,,,,,,,,,,,,
Fixed Window 4.09/0.26/0.13,SimpleGlazing,,,,,,,,,,,0.719966609,0.25,0.13,,,,,,,,,,,,,,
Fixed Window 4.09/0.36/0.23,SimpleGlazing,,,,,,,,,,,0.719966609,0.36,0.23,,,,,,,,,,,,,,
Fixed Window 4.09/0.39/0.25,SimpleGlazing,,,,,,,,,,,0.719966609,0.39,0.25,,,,,,,,,,,,,,
Fixed Window 4.26/0.25/0.16,SimpleGlazing,,,,,,,,,,,0.75,0.25,0.16,,,,,,,,,,,,,,
Fixed Window 5.84/0.25/0.11,SimpleGlazing,,,,,,,,,,,1.028483473,0.25,0.11,,,,,,,,,,,,,,
Fixed Window 5.84/0.39/0.22,SimpleGlazing,,,,,,,,,,,1.028483473,0.39,0.22,,,,,,,,,,,,,,
Fixed Window 5.84/0.44/0.27,SimpleGlazing,,,,,,,,,,,1.028483473,0.44,0.27,,,,,,,,,,,,,,
Fixed Window 5.84/0.54/0.38,SimpleGlazing,,,,,,,,,,,1.028483473,0.54,0.38,,,,,,,,,,,,,,
Fixed Window 5.84/0.61/0.47,SimpleGlazing,,,,,,,,,,,1.028483473,0.61,0.47,,,,,,,,,,,,,,
Fixed Window 5.84/0.70/0.60,SimpleGlazing,,,,,,,,,,,1.028483473,0.7,0.6,,,,,,,,,,,,,,
G01 13mm gypsum board,StandardOpaqueMaterial,Smooth,0.5,1.10957004,0.450625001,49.9424,0.260516252,0.9,0.7,0.5,,,,,,,,,,,,,,,,,,
G01a 19mm gypsum board,StandardOpaqueMaterial,MediumSmooth,0.748031496,1.109355488,0.674293772,49.94236846,0.260342027,0.9,0.4,0.4,,,,,,,,,,,,,,,,,,
G05 25mm wood,StandardOpaqueMaterial,MediumSmooth,1,1.04002077,0.961519259,37.95620003,0.389318812,0.9,0.5,0.5,,,,,,,,,,,,,,,,,,
Gap_1_W_0_0018,Gas,,0.070866142,,,,,,,,Air,,,,,,,,,,,,,,,,,
Gap_1_W_0_0024,Gas,,0.094488189,,,,,,,,Air,,,,,,,,,,,,,,,,,
Gap_1_W_0_0025,Gas,,0.098425197,,,,,,,,Air,,,,,,,,,,,,,,,,,
Gap_1_W_0_0032,Gas,,0.125984252,,,,,,,,Air,,,,,,,,,,,,,,,,,
Gap_1_W_0_0038,Gas,,0.149606299,,,,,,,,Air,,,,,,,,,,,,,,,,,
Gap_1_W_0_0042,Gas,,0.165354331,,,,,,,,Air,,,,,,,,,,,,,,,,,
Gap_1_W_0_0043,Gas,,0.169291339,,,,,,,,Air,,,,,,,,,,,,,,,,,
Glass fiber batt - 10 in. R30 (CEC Default),StandardOpaqueMaterial,MediumRough,10,0.3336,29.97601918,0.7,0.2,,,,,,,,,,,,,,,,,,,,,
Glass fiber batt - 12 in. R38 (CEC Default),StandardOpaqueMaterial,MediumRough,12,0.3156,38.02281369,0.7,0.2,,,,,,,,,,,,,,,,,,,,,
Glass fiber batt - 3 1/2 in. R11 (CEC Default),StandardOpaqueMaterial,MediumRough,3.5,0.318,11.00628931,0.7,0.2,,,,,,,,,,,,,,,,,,,,,
Glass fiber batt - 3 1/2 in. R13 (CEC Default),StandardOpaqueMaterial,MediumRough,3.5,0.2688,13.02083333,0.7,0.2,,,,,,,,,,,,,,,,,,,,,
Glass fiber batt - 3 1/2 in. R15 (CEC Default),StandardOpaqueMaterial,MediumRough,3.5,0.2328,15.03436426,0.7,0.2,,,,,,,,,,,,,,,,,,,,,
Glass fiber batt - 4 1/2 in.,StandardOpaqueMaterial,MediumRough,4.5,0.3,15,0.7,0.2,,,,,,,,,,,,,,,,,,,,,
Glass fiber batt - 4 in.,StandardOpaqueMaterial,MediumRough,4,0.3,13.33333333,0.7,0.2,,,,,,,,,,,,,,,,,,,,,
Glass fiber batt - 5 1/2 in. R19 (CEC Default),StandardOpaqueMaterial,MediumRough,5.5,0.306,17.97385621,0.7,0.2,,,,,,,,,,,,,,,,,,,,,
Glass fiber batt - 5 1/2 in. R21 (CEC Default),StandardOpaqueMaterial,MediumRough,5.5,0.2616,21.02446483,0.7,0.2,,,,,,,,,,,,,,,,,,,,,
Glass fiber batt - 5 in.,StandardOpaqueMaterial,MediumRough,5,0.3,16.66666667,0.7,0.2,,,,,,,,,,,,,,,,,,,,,
Glass fiber batt - 6 1/2 in.,StandardOpaqueMaterial,MediumRough,6.5,0.3,21.66666667,0.7,0.2,,,,,,,,,,,,,,,,,,,,,
Glass fiber batt - 6 in.,StandardOpaqueMaterial,MediumRough,6,0.3,20,0.7,0.2,,,,,,,,,,,,,,,,,,,,,
Glass fiber batt - 7 1/4 in. R25 (CEC Default),StandardOpaqueMaterial,MediumRough,7.25,0.3024,23.97486772,0.7,0.2,,,,,,,,,,,,,,,,,,,,,
Glass fiber batt - 7 1/4 in. R30 (CEC Default),StandardOpaqueMaterial,MediumRough,7.25,0.2904,24.96556474,0.7,0.2,,,,,,,,,,,,,,,,,,,,,
Glass fiber batt - 8 1/4 in. R30C (CEC Default),StandardOpaqueMaterial,MediumRough,8.25,0.2748,30.02183406,0.7,0.2,,,,,,,,,,,,,,,,,,,,,
Glass_2010F_LayerAvg,StandardGlazing,,0.087007874,6.933471799,0.144227889,,,,,,,,,,SpectralAverage,0.434294,0.4183747,0.3410654,0.797579,0.043577,0.056031,0,0.042274,0.84,1,FALSE,,
Glass_2022F_LayerAvg,StandardGlazing,,0.153543307,6.933471799,0.144227889,,,,,,,,,,SpectralAverage,0.355897,0.3940945,0.2656452,0.677694,0.042734,0.05547,0,0.046,0.84,1,FALSE,,
Glass_2027F_LayerAvg,StandardGlazing,,0.157480315,6.933471799,,,,,,,,,,,SpectralAverage,0.369744,0.4700695,0.340935,0.765222,0.0546,0.073741,0,0.03675,0.84,1,FALSE,,
Glass_2052_LayerAvg,StandardGlazing,,0.329527559,6.933471799,,,,,,,,,,,SpectralAverage,0.507767,0.05422805,0.05449309,0.586833,0.05805,0.058397,0,0.84,0.84,1,FALSE,,
Glass_2175_LayerAvg,StandardGlazing,,0.338582677,6.933471799,0.144227889,,,,,,,,,,SpectralAverage,0.167758,0.2176064,0.4379779,0.416044,0.078729,0.10654,0,0.84,0.84,1,FALSE,,
GREEN 3MM,StandardGlazing,,0.118110236,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.635,0.063,0.063,0.822,0.075,0.075,0,0.84,0.84,1,FALSE,,
GREEN 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.487,0.056,0.056,0.749,0.07,0.07,0,0.84,0.84,1,FALSE,,
GREY 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.455,0.053,0.053,0.431,0.052,0.052,0,0.84,0.84,1,FALSE,,
Ground_Floor_R11_T2013,StandardOpaqueMaterial,Smooth,1.74123,0.15963,10.91,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
Ground_Floor_R17_T2013,StandardOpaqueMaterial,Smooth,2.71324,0.15963,17.66,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
Ground_Floor_R22_T2013,StandardOpaqueMaterial,Smooth,3.51125,0.15963,22.47,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
Gypsum Board - 1/2 in.,StandardOpaqueMaterial,MediumSmooth,0.5,1.10004,0.454528926,40,0.27,,,,,,,,,,,,,,,,,,,,,
Gypsum Board - 1/2 in. CBES,StandardOpaqueMaterial,Smooth,0.5,1.1101,,40,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
Gypsum Board - 3/4 in.,StandardOpaqueMaterial,MediumSmooth,0.75,1.10004,0.681793389,40,0.27,,,,,,,,,,,,,,,,,,,,,
Gypsum Board - 3/8 in.,StandardOpaqueMaterial,MediumSmooth,0.38,1.10004,0.345441984,40,0.27,,,,,,,,,,,,,,,,,,,,,
Gypsum Board - 5/8 in.,StandardOpaqueMaterial,MediumSmooth,0.63,1.10004,0.572706447,40,0.27,,,,,,,,,,,,,,,,,,,,,
Gypsum Or Plaster Board - 3/8 in.,StandardOpaqueMaterial,MediumSmooth,0.374015748,4.021413643,0.093006037,49.94236846,0.260342027,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Gypsum partition block - 3 cells - 4 in. x 12 in. x 30 in. - 4 in.,StandardOpaqueMaterial,MediumRough,4,2.4,1.666666667,53.1,0.19,,,,,,,,,,,,,,,,,,,,,
Gypsum partition block - 4 cells - 3 in. x 12 in. x 30 in. - 3 in.,StandardOpaqueMaterial,MediumRough,3,2.22,1.351351351,53.1,0.19,,,,,,,,,,,,,,,,,,,,,
Gypsum partition block - solid - 3 in. x 12 in. x 30 in. - 3 in.,StandardOpaqueMaterial,MediumRough,3,2.3796,1.260716087,62.4,0.19,,,,,,,,,,,,,,,,,,,,,
Gypsum plaster - 80 lb/ft3 - 1/2 in.,StandardOpaqueMaterial,Smooth,0.5,3.2004,0.156230471,80,0.26,,,,,,,,,,,,,,,,,,,,,
Gypsum plaster - 80 lb/ft3 - 5/8 in.,StandardOpaqueMaterial,Smooth,0.63,3.2004,0.196850394,80,0.26,,,,,,,,,,,,,,,,,,,,,
Gypsum plaster - on metal lath 70 lb/ft3 - 3/4 in.,StandardOpaqueMaterial,Smooth,0.75,2.6004,0.288417167,70,0.26,,,,,,,,,,,,,,,,,,,,,
Gypsum plaster - on metal lath 80 lb/ft3 - 3/4 in.,StandardOpaqueMaterial,Smooth,0.75,3.2004,0.234345707,80,0.26,,,,,,,,,,,,,,,,,,,,,
Hard Board - 3/4 in.,StandardOpaqueMaterial,Smooth,0.75,0.72,1.041666667,50,0.31,,,,,,,,,,,,,,,,,,,,,
Hardboard - HDF - 50 lb/ft3 - 1/2 in.,StandardOpaqueMaterial,Smooth,0.5,0.7296,0.685307018,50,0.31,,,,,,,,,,,,,,,,,,,,,
Hardboard - HDF - 50 lb/ft3 - 3/4 in.,StandardOpaqueMaterial,Smooth,0.75,0.7296,1.027960526,50,0.31,,,,,,,,,,,,,,,,,,,,,
Hardboard - HDF - 50 lb/ft3 - 3/8 in.,StandardOpaqueMaterial,Smooth,0.38,0.7296,0.520833333,50,0.31,,,,,,,,,,,,,,,,,,,,,
Hardboard - HDF - 50 lb/ft3 - 5/8 in.,StandardOpaqueMaterial,Smooth,0.63,0.7296,0.863,50,0.31,,,,,,,,,,,,,,,,,,,,,
Hardwood - 1 in.,StandardOpaqueMaterial,MediumSmooth,1,1.1604,0.861771803,42.43,0.39,,,,,,,,,,,,,,,,,,,,,
Hardwood - 1/2 in.,StandardOpaqueMaterial,MediumSmooth,0.5,1.1604,0.430885901,42.43,0.39,,,,,,,,,,,,,,,,,,,,,
Hardwood - 3/4 in.,StandardOpaqueMaterial,MediumSmooth,0.75,1.1604,0.646328852,42.43,0.39,,,,,,,,,,,,,,,,,,,,,
HB Part. Brd - 3/4 in.,StandardOpaqueMaterial,Smooth,0.75,1.17996,0.635614767,50,0.31,,,,,,,,,,,,,,,,,,,,,
HW CONCRETE,StandardOpaqueMaterial,Rough,4,9.09153953,0.439969489,139.83872,0.2,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
HW CONCRETE 8 in,StandardOpaqueMaterial,Rough,8,9.09153953,0.879938978,139.83872,0.2,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
