name,material_type,roughness,thickness,conductivity,resistance,density,specific_heat,thermal_absorptance,solar_absorptance,visible_absorptance,gas_type,u_factor,solar_heat_gain_coefficient,visible_transmittance,optical_data_type,solar_transmittance_at_normal_incidence,front_side_solar_reflectance_at_normal_incidence,back_side_solar_reflectance_at_normal_incidence,visible_transmittance_at_normal_incidence,front_side_visible_reflectance_at_normal_incidence,back_side_visible_reflectance_at_normal_incidence,infrared_transmittance_at_normal_incidence,front_side_infrared_hemispherical_emissivity,back_side_infrared_hemispherical_emissivity,dirt_correction_factor_for_solar_and_visible_transmittance,solar_diffusing,frame_width,annotation
Wood Framed Rafter Roof - 16inOC - 2x6 - R21 ins.,MasslessOpaqueMaterial,,,,16.3338,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 16inOC - 2x8 - R19 ins.,MasslessOpaqueMaterial,,,,16.313,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 16inOC - 2x8 - R21 ins.,MasslessOpaqueMaterial,,,,17.6089,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x10 - R22 ins.,MasslessOpaqueMaterial,,,,20.0334,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x10 - R25 ins.,MasslessOpaqueMaterial,,,,22.2995,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x10 - R30 ins.,MasslessOpaqueMaterial,,,,25.8772,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x12 - R30 ins.,MasslessOpaqueMaterial,,,,26.8204,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x12 - R38 ins.,MasslessOpaqueMaterial,,,,32.5111,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x14 - R38 ins.,MasslessOpaqueMaterial,,,,32.5111,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x4 - R11 ins.,MasslessOpaqueMaterial,,,,9.54677,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x4 - R13 ins.,MasslessOpaqueMaterial,,,,10.9003,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x4 - R15 ins.,MasslessOpaqueMaterial,,,,12.1652,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x4 - R19 ins.,MasslessOpaqueMaterial,,,,14.4614,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x6 - R11 ins.,MasslessOpaqueMaterial,,,,10.2668,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x6 - R13 ins.,MasslessOpaqueMaterial,,,,11.8491,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x6 - R15 ins.,MasslessOpaqueMaterial,,,,13.359,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x6 - R19 ins.,MasslessOpaqueMaterial,,,,16.1804,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x6 - R21 ins.,MasslessOpaqueMaterial,,,,17.5004,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x8 - R19 ins.,MasslessOpaqueMaterial,,,,17.0358,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 24inOC - 2x8 - R21 ins.,MasslessOpaqueMaterial,,,,18.5054,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 16inOC - 2x4 - R11 ins.,MasslessOpaqueMaterial,,,,7.12596,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 16inOC - 2x4 - R13 ins.,MasslessOpaqueMaterial,,,,7.70165,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 16inOC - 2x4 - R15 ins.,MasslessOpaqueMaterial,,,,8.18665,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 16inOC - 2x6 - R19 ins.,MasslessOpaqueMaterial,,,,11.7113,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 16inOC - 2x6 - R21 ins.,MasslessOpaqueMaterial,,,,12.2507,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 16inOC - 2x6 - R22 ins.,MasslessOpaqueMaterial,,,,12.4993,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 16inOC - 2x8 - R19 ins.,MasslessOpaqueMaterial,,,,13.4581,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 16inOC - 2x8 - R22 ins.,MasslessOpaqueMaterial,,,,14.5092,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 16inOC - 2x8 - R25 ins.,MasslessOpaqueMaterial,,,,15.4247,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 16inOC - 2x8 - R30 ins.,MasslessOpaqueMaterial,,,,16.7137,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x4 - R11 ins.,MasslessOpaqueMaterial,,,,7.44041,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x4 - R11 ins. AWS,MasslessOpaqueMaterial,,,,8.03106,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x4 - R13 ins.,MasslessOpaqueMaterial,,,,8.09769,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x4 - R13 ins. AWS,MasslessOpaqueMaterial,,,,8.85675,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x4 - R15 ins.,MasslessOpaqueMaterial,,,,8.6586,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x4 - R15 ins. AWS,MasslessOpaqueMaterial,,,,9.57897,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x6 - R19 ins.,MasslessOpaqueMaterial,,,,12.2765,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x6 - R19 ins. AWS,MasslessOpaqueMaterial,,,,13.3502,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x6 - R21 ins.,MasslessOpaqueMaterial,,,,12.8954,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x6 - R21 ins. AWS,MasslessOpaqueMaterial,,,,14.1353,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x6 - R22 ins.,MasslessOpaqueMaterial,,,,13.1824,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x6 - R22 ins. AWS,MasslessOpaqueMaterial,,,,14.5036,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x8 - R19 ins.,MasslessOpaqueMaterial,,,,13.9462,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x8 - R19 ins. AWS,MasslessOpaqueMaterial,,,,14.8435,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x8 - R22 ins.,MasslessOpaqueMaterial,,,,15.1272,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x8 - R22 ins. AWS,MasslessOpaqueMaterial,,,,16.2834,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x8 - R25 ins.,MasslessOpaqueMaterial,,,,16.1678,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x8 - R25 ins. AWS,MasslessOpaqueMaterial,,,,17.5793,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x8 - R30 ins.,MasslessOpaqueMaterial,,,,17.6518,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 24inOC - 2x8 - R30 ins. AWS,MasslessOpaqueMaterial,,,,19.4735,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 48inOC - 2x4 - R11 ins. AWS,MasslessOpaqueMaterial,,,,10.1197,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 48inOC - 2x4 - R13 ins. AWS,MasslessOpaqueMaterial,,,,11.711,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 48inOC - 2x4 - R15 ins. AWS,MasslessOpaqueMaterial,,,,13.2373,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 48inOC - 2x6 - R19 ins. AWS,MasslessOpaqueMaterial,,,,17.2794,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 48inOC - 2x6 - R21 ins. AWS,MasslessOpaqueMaterial,,,,18.8464,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 48inOC - 2x6 - R22 ins. AWS,MasslessOpaqueMaterial,,,,19.6146,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 48inOC - 2x8 - R19 ins. AWS,MasslessOpaqueMaterial,,,,17.8255,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 48inOC - 2x8 - R22 ins. AWS,MasslessOpaqueMaterial,,,,20.3213,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 48inOC - 2x8 - R25 ins. AWS,MasslessOpaqueMaterial,,,,22.7412,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Wall - 48inOC - 2x8 - R30 ins. AWS,MasslessOpaqueMaterial,,,,26.6149,,,,,,,,,,,,,,,,,,,,,,,
Wood shingles - 3/4 in.,StandardOpaqueMaterial,VeryRough,0.75,0.8304,0.903179191,36.94,0.31,,,,,,,,,,,,,,,,,,,,,
Wood shingles - plain and plastic film faced - 3/4 in.,StandardOpaqueMaterial,VeryRough,0.75,0.8004,0.937031484,22,0.31,,,,,,,,,,,,,,,,,,,,,
Wood Siding,StandardOpaqueMaterial,MediumSmooth,0.393700787,0.762681898,0.516205758,33.99951589,0.289003535,0.9,0.78,0.78,,,,,,,,,,,,,,,,,,
Wood siding - 1/2 in.,StandardOpaqueMaterial,MediumSmooth,0.5,0.6204,0.805931657,36.94,0.28,,,,,,,,,,,,,,,,,,,,,
U 0.49 SHGC 0.22 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.49,0.22,,,,,,,,,,,,,,,
U 0.57 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.57,0.25,,,,,,,,,,,,,,,
U 0.53 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.53,0.25,,,,,,,,,,,,,,,
U 0.48 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.48,0.25,,,,,,,,,,,,,,,
U 0.38 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.38,0.36,,,,,,,,,,,,,,,
U 0.38 SHGC 0.38 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.38,0.38,,,,,,,,,,,,,,,
U 0.36 SHGC 0.4 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.36,0.4,,,,,,,,,,,,,,,
U 0.33 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.33,0.45,,,,,,,,,,,,,,,
U 0.29 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.29,0.45,,,,,,,,,,,,,,,
U 0.5 SHGC 0.22 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.5,0.22,,,,,,,,,,,,,,,
U 0.54 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.54,0.25,,,,,,,,,,,,,,,
U 0.49 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.49,0.25,,,,,,,,,,,,,,,
U 0.45 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.45,0.25,,,,,,,,,,,,,,,
U 1.19 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.19,0.45,,,,,,,,,,,,,,,
U 0.73 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.73,0.45,,,,,,,,,,,,,,,
U 0.62 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.62,0.45,,,,,,,,,,,,,,,
U 0.51 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.51,0.45,,,,,,,,,,,,,,,
U 0.38 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.38,0.45,,,,,,,,,,,,,,,
U 0.53 SHGC 0.22 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.53,0.22,,,,,,,,,,,,,,,
U 0.53 SHGC 0.23 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.53,0.23,,,,,,,,,,,,,,,
U 0.38 SHGC 0.35 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.38,0.35,,,,,,,,,,,,,,,
U 0.38 SHGC 0.37 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.38,0.37,,,,,,,,,,,,,,,
U 0.36 SHGC 0.37 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.36,0.37,,,,,,,,,,,,,,,
U 0.31 SHGC 0.39 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.31,0.39,,,,,,,,,,,,,,,
U 0.28 SHGC 0.39 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.28,0.39,,,,,,,,,,,,,,,
U 0.51 SHGC 0.22 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.51,0.22,,,,,,,,,,,,,,,
U 0.51 SHGC 0.23 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.51,0.23,,,,,,,,,,,,,,,
U 0.46 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.46,0.25,,,,,,,,,,,,,,,
U 0.43 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.43,0.25,,,,,,,,,,,,,,,
U 0.36 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.36,0.36,,,,,,,,,,,,,,,
U 0.36 SHGC 0.38 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.36,0.38,,,,,,,,,,,,,,,
U 0.34 SHGC 0.38 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.34,0.38,,,,,,,,,,,,,,,
U 0.29 SHGC 0.4 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.29,0.4,,,,,,,,,,,,,,,
U 0.26 SHGC 0.4 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.26,0.4,,,,,,,,,,,,,,,
U 0.37 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.37,0.36,,,,,,,,,,,,,,,
U 0.37 SHGC 0.38 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.37,0.38,,,,,,,,,,,,,,,
U 0.35 SHGC 0.38 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.35,0.38,,,,,,,,,,,,,,,
U 0.3 SHGC 0.4 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.3,0.4,,,,,,,,,,,,,,,
U 0.27 SHGC 0.4 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.27,0.4,,,,,,,,,,,,,,,
U 0.5 SHGC 0.23 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.5,0.23,,,,,,,,,,,,,,,
U 0.42 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.42,0.25,,,,,,,,,,,,,,,
U 0.47 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.47,0.25,,,,,,,,,,,,,,,
U 1.2 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.2,0.45,,,,,,,,,,,,,,,
U 0.5 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.5,0.45,,,,,,,,,,,,,,,
U 0.39 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.39,0.45,,,,,,,,,,,,,,,
U 0.36 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.36,0.45,,,,,,,,,,,,,,,
U 0.75 SHGC 0.35 Simple Glazing Window,SimpleGlazing,,,,,,,,,,,0.75,0.35,,,,,,,,,,,,,,,
U 0.65 SHGC 0.35 Simple Glazing Window,SimpleGlazing,,,,,,,,,,,0.65,0.35,,,,,,,,,,,,,,,
U 0.55 SHGC 0.35 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.55,0.35,,,,,,,,,,,,,,,
U 0.5 SHGC 0.4 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.5,0.4,,,,,,,,,,,,,,,
U 0.5 SHGC 0.55 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.5,0.55,,,,,,,,,,,,,,,
U 0.41 SHGC 0.55 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.41,0.55,,,,,,,,,,,,,,,
U 1.8 SHGC 0.55 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.8,0.55,,,,,,,,,,,,,,,
U 1.7 SHGC 0.55 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.7,0.55,,,,,,,,,,,,,,,
U 1.15 SHGC 0.55 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.15,0.55,,,,,,,,,,,,,,,
U 0.98 SHGC 0.55 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.98,0.55,,,,,,,,,,,,,,,
U 0.85 SHGC 0.55 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.85,0.55,,,,,,,,,,,,,,,
U 0.7 SHGC 0.3 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.7,0.3,,,,,,,,,,,,,,,
U 0.65 SHGC 0.3 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.65,0.3,,,,,,,,,,,,,,,
U 0.55 SHGC 0.3 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.55,0.3,,,,,,,,,,,,,,,
U 0.47 SHGC 0.4 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.47,0.4,,,,,,,,,,,,,,,
U 0.44 SHGC 0.55 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.44,0.55,,,,,,,,,,,,,,,
U 0.9 SHGC 0.55 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.9,0.55,,,,,,,,,,,,,,,
U 0.75 SHGC 0.55 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.75,0.55,,,,,,,,,,,,,,,
U 0.37 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.37,0.25,,,,,,,,,,,,,,,
U 0.83 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.83,0.25,,,,,,,,,,,,,,,
U 0.77 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.77,0.25,,,,,,,,,,,,,,,
U 0.93 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.93,0.45,,,,,,,,,,,,,,,
U 0.83 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.83,0.45,,,,,,,,,,,,,,,
U 0.65 SHGC 0.55 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.65,0.55,,,,,,,,,,,,,,,
U 1.8 SHGC 0.77 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.8,0.77,,,,,,,,,,,,,,,
U 0.65 SHGC 0.77 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.65,0.77,,,,,,,,,,,,,,,
U 0.65 SHGC 0.68 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.65,0.68,,,,,,,,,,,,,,,
U 1.8 SHGC 0.64 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.8,0.64,,,,,,,,,,,,,,,
U 0.33 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.33,0.25,,,,,,,,,,,,,,,
U 0.68 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.68,0.25,,,,,,,,,,,,,,,
U 0.87 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.87,0.45,,,,,,,,,,,,,,,
U 0.77 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.77,0.45,,,,,,,,,,,,,,,
U 0.55 SHGC 0.64 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.55,0.64,,,,,,,,,,,,,,,
U 0.55 SHGC 0.55 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.55,0.55,,,,,,,,,,,,,,,
U 0.31 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.31,0.36,,,,,,,,,,,,,,,
U 0.68 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.68,0.36,,,,,,,,,,,,,,,
U 0.31 SHGC 0.38 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.31,0.38,,,,,,,,,,,,,,,
U 0.68 SHGC 0.38 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.68,0.38,,,,,,,,,,,,,,,
U 0.45 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.45,0.45,,,,,,,,,,,,,,,
U 0.5 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.5,0.36,,,,,,,,,,,,,,,
U 0.5 SHGC 0.19 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.5,0.19,,,,,,,,,,,,,,,
U 0.5 SHGC 0.34 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.5,0.34,,,,,,,,,,,,,,,
U 0.98 SHGC 0.27 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.98,0.27,,,,,,,,,,,,,,,
U 0.98 SHGC 0.36 Simple Glazing Weighted,SimpleGlazing,,,,,,,,,,,0.98,0.36,,,,,,,,,,,,,,,
U 0.68 SHGC 0.4 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.68,0.4,,,,,,,,,,,,,,,
U 0.85 SHGC 0.19 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.85,0.19,,,,,,,,,,,,,,,
U 0.85 SHGC 0.39 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.85,0.39,,,,,,,,,,,,,,,
U 0.28 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.28,0.45,,,,,,,,,,,,,,,
U 0.68 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.68,0.45,,,,,,,,,,,,,,,
U 0.32 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.32,0.45,,,,,,,,,,,,,,,
U 0.5 SHGC 0.27 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.5,0.27,,,,,,,,,,,,,,,
U 0.25 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.25,0.45,,,,,,,,,,,,,,,
U 0.5 SHGC 0.39 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.5,0.39,,,,,,,,,,,,,,,
U 0.5 SHGC 0.65 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.5,0.65,,,,,,,,,,,,,,,
U 0.85 SHGC 0.27 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.85,0.27,,,,,,,,,,,,,,,
U 0.5 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.5,0.25,,,,,,,,,,,,,,,
U 1.1 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.1,0.25,,,,,,,,,,,,,,,
U 1.1 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.1,0.45,,,,,,,,,,,,,,,
U 0.75 SHGC 0.49 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.75,0.49,,,,,,,,,,,,,,,
U 1.8 SHGC 0.49 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.8,0.49,,,,,,,,,,,,,,,
U 0.75 SHGC 0.39 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.75,0.39,,,,,,,,,,,,,,,
U 0.75 SHGC 0.68 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.75,0.68,,,,,,,,,,,,,,,
U 0.75 SHGC 0.64 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.75,0.64,,,,,,,,,,,,,,,
U 0.77 SHGC 0.23 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.77,0.23,,,,,,,,,,,,,,,
U 0.68 SHGC 0.23 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.68,0.23,,,,,,,,,,,,,,,
U 0.63 SHGC 0.33 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.63,0.33,,,,,,,,,,,,,,,
U 0.63 SHGC 0.34 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.63,0.34,,,,,,,,,,,,,,,
U 0.63 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.63,0.36,,,,,,,,,,,,,,,
U 0.63 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.63,0.45,,,,,,,,,,,,,,,
U 0.83 SHGC 0.21 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.83,0.21,,,,,,,,,,,,,,,
U 0.32 SHGC 0.22 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.32,0.22,,,,,,,,,,,,,,,
U 0.83 SHGC 0.22 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.83,0.22,,,,,,,,,,,,,,,
U 0.83 SHGC 0.2 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.83,0.2,,,,,,,,,,,,,,,
U 0.6 SHGC 0.23 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.6,0.23,,,,,,,,,,,,,,,
U 0.62 SHGC 0.2 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.62,0.2,,,,,,,,,,,,,,,
U 1.22 SHGC 0.19 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.22,0.19,,,,,,,,,,,,,,,
U 1.22 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.22,0.45,,,,,,,,,,,,,,,
U 1.22 SHGC 0.17 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.22,0.17,,,,,,,,,,,,,,,
U 1.22 SHGC 0.39 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.22,0.39,,,,,,,,,,,,,,,
U 0.98 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.98,0.45,,,,,,,,,,,,,,,
U 1.98 SHGC 0.45 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.98,0.45,,,,,,,,,,,,,,,
U 0.57 SHGC 0.39 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.57,0.39,,,,,,,,,,,,,,,
U 0.46 SHGC 0.19 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.46,0.19,,,,,,,,,,,,,,,
U 1.98 SHGC 0.34 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.98,0.34,,,,,,,,,,,,,,,
U 1.22 SHGC 0.61 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.22,0.61,,,,,,,,,,,,,,,
U 1.22 SHGC 0.34 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.22,0.34,,,,,,,,,,,,,,,
U 0.57 SHGC 0.49 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.57,0.49,,,,,,,,,,,,,,,
U 0.46 SHGC 0.26 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.46,0.26,,,,,,,,,,,,,,,
