template,building_type,space_type,min_stories,max_stories,spandrel,ExteriorWall,ExteriorFloor,ExteriorRoof,Interior Walls,Interior Floors,Interior Ceilings,GroundContactWall,GroundContactFloor,GroundContactRoof,ExteriorFixedWindow,ExteriorOperableWindow,ExteriorDoor,ExteriorGlassDoor,ExteriorOverheadDoor,ExteriorSkylight,ExteriorTubularDaylightDome,ExteriorTubularDaylightDiffuser,Interior Fixed Windows,Interior Operable Windows,Interior Doors,Interior Partitions,ext_operable_window_type,ext_glass_door,ext_skylight,ext_tubular_domes,ext_tubular_diffusers,Fixture_type_less_than_2.4m_ht,Fixture_type_2.41_to_4.8m_ht,Fixture_type_greater_than_>4.81m_ht
NECB 2015,Space Function,Stairway/Stairwell-sch-H,1,999,Nil,BTAP-ExteriorWall-Mass-2,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,2,2,2,1,7,17
NECB 2015,Space Function,Stairway/Stairwell-sch-I,1,999,Nil,BTAP-ExteriorWall-Mass-2,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,2,2,2,1,7,17
NECB 2015,Space Function,Stairway/Stairwell-sch-J,1,999,Nil,BTAP-ExteriorWall-Mass-2,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,2,2,2,1,7,17
NECB 2015,Space Function,Stairway/Stairwell-sch-K,1,999,Nil,BTAP-ExteriorWall-Mass-2,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,2,2,2,1,7,17
NECB 2015,Space Function,Storage garage interior,1,999,Nil,BTAP-ExteriorWall-Mass-6,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room < 5 m2-sch-A,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room < 5 m2-sch-B,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room < 5 m2-sch-C,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room < 5 m2-sch-D,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room < 5 m2-sch-E,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room < 5 m2-sch-F,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room < 5 m2-sch-G,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room < 5 m2-sch-H,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room < 5 m2-sch-I,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room < 5 m2-sch-J,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room < 5 m2-sch-K,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-A,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-B,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-C,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-D,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-E,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-F,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-G,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-H,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-I,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-J,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-K,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room > 100 m2-sch-A,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room > 100 m2-sch-B,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room > 100 m2-sch-C,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room > 100 m2-sch-D,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room > 100 m2-sch-E,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room > 100 m2-sch-F,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
NECB 2015,Space Function,Storage room > 100 m2-sch-G,1,999,Nil,BTAP-ExteriorWall-Metal-1,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-1,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-1,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-6,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,8,3,1,1,1,1,7,17
